timestamp,accX,accY,accZ
0,0.34,0.26,1.19
16,-0.08,-0.61,0.23
32,-0.40,-1.94,-0.23
48,-0.43,-1.55,-0.49
64,-0.29,-0.16,-0.13
80,-0.25,0.51,0.69
96,-0.17,0.79,0.80
112,-0.13,0.72,0.76
128,-0.08,1.10,1.26
144,0.03,1.53,1.84
160,0.17,1.85,2.04
176,0.28,1.87,1.86
192,0.19,1.43,1.73
208,0.20,0.80,1.48
224,0.21,-0.58,0.74
240,-0.20,-1.61,-0.22
256,-0.47,-2.41,-0.75
272,-0.29,-1.47,-0.89
288,-0.27,-0.19,-0.17
304,-0.09,0.63,0.71
320,0.05,0.89,0.68
336,-0.09,0.74,0.78
352,-0.05,1.20,1.54
368,0.10,1.74,2.26
384,0.22,2.11,2.56
400,0.47,2.65,2.57
416,0.51,2.18,2.50
432,0.46,1.30,2.13
448,0.45,0.48,1.43
464,0.31,-0.92,0.27
480,-0.23,-2.50,-0.76
496,-0.49,-2.91,-1.16
512,-0.25,-1.31,-0.91
528,-0.20,0.06,-0.55
544,0.00,0.69,0.34
560,-0.01,0.51,0.00
576,-0.16,0.42,0.47
592,-0.10,1.39,1.53
608,0.16,1.88,2.54
624,0.35,2.58,2.61
640,0.35,2.09,2.28
656,0.28,1.47,1.99
672,0.30,1.09,1.73
688,0.27,-0.30,1.09
704,-0.18,-1.31,0.08
720,-0.55,-2.46,-0.45
736,-0.40,-1.62,-0.86
752,-0.31,-0.04,-0.25
768,-0.21,0.70,0.62
784,-0.12,0.69,0.61
800,-0.18,0.40,0.56
816,-0.09,0.94,1.19
832,0.05,1.68,1.98
848,0.22,1.97,2.29
864,0.34,2.27,2.07
880,0.26,1.72,1.86
896,0.24,1.19,1.64
912,0.28,-0.06,0.99
928,-0.17,-0.87,0.02
944,-0.50,-2.30,-0.42
960,-0.41,-1.98,-0.94
976,-0.32,-0.69,-0.62
992,-0.21,0.25,0.48
1008,-0.01,0.71,0.36
1024,-0.04,0.65,0.33
1040,-0.11,0.93,1.08
1056,-0.01,1.68,2.02
1072,0.19,1.96,2.56
1088,0.32,2.52,2.42
1104,0.33,2.15,2.28
1120,0.29,1.56,2.09
1136,0.33,0.93,1.64
1152,0.28,-0.76,0.70
1168,-0.13,-2.21,-0.75
1184,-0.50,-2.96,-1.48
1200,-0.33,-1.58,-0.94
1216,-0.25,-0.04,-0.38
1232,-0.03,0.95,0.75
1248,0.09,0.87,0.47
1264,-0.12,0.54,0.37
1280,-0.11,1.13,1.34
1296,0.09,1.94,2.35
1312,0.32,2.25,2.43
1328,0.36,1.87,1.83
1344,0.43,0.92,1.23
1360,0.29,-0.86,0.42
1376,-0.25,-2.22,-0.47
1392,-0.46,-2.74,-0.58
1408,-0.51,-1.03,-0.12
1424,-0.28,0.89,1.32
1440,-0.06,1.18,1.20
1456,-0.17,0.18,0.60
1472,-0.39,0.35,0.90
1488,-0.19,1.44,1.94
1504,0.07,1.84,2.43
1520,0.29,2.16,2.39
1536,0.50,1.87,2.29
1552,0.51,1.16,1.84
1568,0.65,0.62,1.12
1584,0.63,-0.96,0.01
1600,-0.09,-2.22,-0.67
1616,-0.27,-2.81,-1.38
1632,-0.08,-1.10,-0.67
1648,-0.24,0.38,0.26
1664,-0.37,0.98,1.50
1680,-0.43,0.35,1.30
1696,-0.31,0.43,1.20
1712,-0.05,1.25,1.55
1728,0.19,1.50,1.57
1744,0.56,1.89,1.43
1760,0.72,2.07,1.23
1776,0.71,1.53,1.07
1792,0.43,0.45,0.97
1808,-0.04,-0.64,0.73
1824,-0.50,-2.36,0.90
1840,-0.24,-1.04,0.72
1856,0.23,1.03,0.68
1872,0.35,1.76,0.84
1888,0.22,1.39,1.14
1904,0.46,1.93,1.44
1920,0.80,2.13,1.25
1936,1.04,1.56,0.74
1952,0.86,1.11,0.54
1968,0.71,0.76,0.45
1984,0.34,-0.52,0.39
