timestamp,accX,accY,accZ
0,-0.00,-3.55,0.83
16,-0.31,-1.88,0.69
32,-0.29,0.01,1.39
48,-0.20,0.75,1.76
64,0.12,0.75,0.78
80,0.36,0.80,-0.21
96,0.58,1.74,-0.31
112,0.98,2.88,0.27
128,1.14,3.20,0.72
144,1.11,2.67,0.97
160,1.00,1.79,1.37
176,0.82,0.95,1.74
192,0.77,0.10,1.59
208,0.18,-1.06,0.95
224,-0.44,-3.35,0.89
240,-0.46,-2.80,0.61
256,-0.33,-0.37,0.75
272,-0.16,0.34,1.27
288,-0.12,0.33,0.95
304,-0.00,0.48,0.44
320,0.25,1.26,0.26
336,0.69,2.24,0.56
352,1.00,3.76,0.78
368,1.14,3.04,1.01
384,1.02,1.93,1.25
400,0.90,0.97,1.65
416,0.90,0.09,1.53
432,0.31,-0.88,0.87
448,-0.27,-3.01,0.89
464,-0.18,-2.55,0.47
480,-0.14,-0.56,0.45
496,-0.18,0.06,1.14
512,-0.07,0.53,1.08
528,0.23,0.86,0.27
544,0.32,1.32,-0.24
560,0.60,2.12,0.51
576,0.79,3.66,1.32
592,0.88,3.25,1.73
608,0.87,2.04,1.83
624,0.81,0.81,1.99
640,0.87,-0.11,1.64
656,0.31,-1.31,0.92
672,-0.20,-3.27,0.53
688,-0.01,-2.06,0.02
704,0.04,-0.16,0.19
720,-0.09,0.40,0.89
736,0.14,0.63,0.39
752,0.18,0.69,-0.27
768,0.25,1.31,0.04
784,0.45,1.91,1.07
800,0.62,3.10,1.43
816,0.64,2.68,1.71
832,0.64,1.68,1.84
848,0.71,0.81,1.67
864,0.82,-0.53,1.15
880,0.12,-1.98,0.62
896,-0.21,-3.39,0.34
912,-0.00,-1.64,0.06
928,0.02,0.07,0.67
944,0.29,1.02,0.65
960,0.65,1.40,-0.43
976,0.76,1.27,-0.91
992,0.85,1.93,-0.47
1008,1.00,2.68,0.87
1024,0.95,3.14,1.80
1040,0.89,2.59,2.26
1056,0.71,1.36,2.58
1072,0.72,0.28,2.34
1088,0.39,-0.78,1.59
1104,-0.08,-2.87,1.20
1120,-0.17,-2.72,0.76
1136,-0.06,-0.62,0.87
1152,-0.02,0.26,1.47
1168,0.04,0.68,1.27
1184,0.12,0.84,0.77
1200,0.27,1.14,0.41
1216,0.62,1.90,0.23
1232,1.02,2.99,0.08
1248,1.20,2.96,0.17
1264,1.21,2.05,0.42
1280,1.02,1.30,0.87
1296,0.89,0.90,1.35
1312,0.88,-0.02,1.31
1328,0.37,-0.96,0.86
1344,-0.13,-2.59,0.75
1360,-0.12,-2.17,0.57
1376,-0.15,-0.82,0.80
1392,-0.16,-0.06,1.26
1408,0.01,0.68,1.04
1424,0.11,1.09,0.47
1440,0.34,1.63,0.26
1456,0.68,2.26,0.50
1472,0.86,2.96,0.86
1488,0.94,2.50,1.19
1504,0.99,1.88,1.35
1520,0.99,1.20,1.42
1536,0.97,0.37,1.30
1552,0.69,-0.77,0.73
1568,-0.09,-2.75,0.68
1584,-0.17,-2.94,0.54
1600,-0.06,-1.09,0.54
1616,-0.14,-0.29,1.18
1632,-0.10,0.29,1.21
1648,0.17,0.83,0.66
1664,0.21,1.14,0.33
1680,0.51,2.06,0.42
1696,1.04,3.29,0.44
1712,1.18,3.53,0.63
1728,1.27,3.05,1.00
1744,1.23,2.03,1.44
1760,1.14,1.04,1.71
1776,1.11,-0.11,1.45
1792,0.46,-1.42,0.96
1808,-0.19,-3.67,0.81
1824,-0.13,-3.10,0.35
1840,-0.12,-1.13,0.35
1856,-0.14,-0.47,1.09
1872,-0.16,-0.16,1.19
1888,-0.15,0.33,1.05
1904,-0.12,0.88,1.09
1920,0.25,2.09,1.10
1936,0.90,3.80,0.75
1952,1.13,4.00,0.75
1968,1.44,3.95,1.12
1984,1.61,2.60,1.30
