timestamp,accX,accY,accZ
0,-0.17,-3.53,-0.21
16,-0.15,-1.86,-0.52
32,-0.07,-0.74,0.30
48,-0.07,0.03,0.82
64,-0.22,0.62,0.87
80,0.01,1.53,1.01
96,0.60,3.05,1.15
112,0.92,4.00,1.25
128,1.15,4.00,1.67
144,1.34,3.23,1.89
160,1.41,1.74,1.91
176,1.31,0.38,1.61
192,0.98,-0.76,0.87
208,0.18,-3.02,0.41
224,-0.11,-3.84,-0.15
240,0.15,-2.18,-0.69
256,0.02,-0.93,-0.25
272,0.07,0.01,0.36
288,-0.02,0.54,0.42
304,-0.21,1.04,0.76
320,0.12,2.07,1.39
336,0.58,4.00,1.41
352,0.76,4.00,1.62
368,1.16,4.00,1.83
384,1.35,2.44,1.98
400,1.36,0.77,1.93
416,1.34,-0.79,1.19
432,0.50,-3.02,0.35
448,-0.05,-4.00,-0.39
464,0.26,-2.43,-0.99
480,0.09,-0.79,-0.73
496,-0.01,-0.39,0.40
512,0.05,-0.09,0.46
528,-0.02,0.41,0.41
544,-0.09,1.01,0.91
560,0.27,2.14,1.65
576,0.72,4.00,1.55
592,0.92,4.00,1.78
608,1.42,4.00,2.13
624,1.61,2.14,2.14
640,1.56,0.18,1.67
656,1.13,-1.52,0.75
672,0.13,-4.00,0.08
688,-0.01,-4.00,-0.62
704,0.17,-2.09,-0.92
720,-0.02,-0.34,-0.10
736,-0.10,0.03,0.83
752,-0.12,0.12,0.64
768,-0.28,0.66,0.66
784,-0.15,1.83,1.35
800,0.47,3.83,1.75
816,0.91,4.00,1.51
832,1.43,4.00,1.57
848,1.81,3.63,1.83
864,1.81,1.38,1.77
880,1.66,0.01,1.16
896,0.84,-1.56,0.75
912,0.07,-3.97,0.45
928,-0.05,-4.00,-0.34
944,-0.01,-1.92,-0.80
960,-0.12,-0.62,-0.03
976,-0.22,0.12,0.62
992,-0.15,0.67,0.46
1008,-0.24,1.29,0.50
1024,0.06,2.23,1.08
1040,0.68,4.00,0.98
1056,1.12,4.00,1.02
1072,1.50,4.00,1.56
1088,1.55,2.11,1.98
1104,1.46,0.42,1.79
1120,0.86,-0.91,1.06
1136,0.04,-3.18,0.93
1152,-0.17,-3.75,0.33
1168,0.07,-1.73,-0.53
1184,-0.15,-0.57,-0.28
1200,-0.16,-0.14,0.34
1216,-0.16,0.38,0.23
1232,-0.19,0.91,0.30
1248,0.00,2.09,0.74
1264,0.56,3.86,0.77
1280,0.86,4.00,0.78
1296,1.08,3.98,1.20
1312,1.23,2.57,1.58
1328,1.12,0.97,1.61
1344,0.99,0.10,1.19
1360,0.43,-0.85,0.73
1376,-0.10,-2.93,0.68
1392,-0.08,-3.25,-0.01
1408,-0.11,-1.49,-0.40
1424,-0.03,-0.18,0.19
1440,0.06,0.32,0.51
1456,-0.09,0.74,0.40
1472,-0.21,1.27,0.81
1488,0.13,2.08,1.27
1504,0.66,4.00,0.78
1520,0.80,4.00,0.87
1536,1.05,3.82,1.21
1552,1.17,2.70,1.48
1568,1.14,1.05,1.44
1584,0.83,-0.84,1.05
1600,0.01,-3.09,0.81
1616,-0.35,-3.98,0.26
1632,0.04,-1.66,-0.53
1648,-0.11,-0.07,-0.28
1664,-0.11,0.43,0.50
1680,-0.29,0.43,0.55
1696,-0.43,1.02,0.94
1712,-0.19,2.16,1.34
1728,0.49,3.97,0.90
1744,0.73,3.91,0.71
1760,0.81,2.96,0.92
1776,0.83,1.96,1.21
1792,0.80,0.83,1.13
1808,0.51,-0.91,0.80
1824,-0.35,-2.96,0.92
1840,-0.41,-3.53,0.59
1856,-0.18,-1.22,-0.04
1872,-0.28,0.08,0.43
1888,-0.06,0.62,0.66
1904,0.07,0.72,0.37
1920,-0.02,1.11,0.68
1936,0.34,2.16,1.08
1952,0.94,4.00,0.45
1968,1.08,4.00,0.46
1984,1.09,3.45,0.94
