timestamp,accX,accY,accZ
0,0.05,0.70,0.51
16,-0.03,1.11,1.39
32,-0.04,1.53,2.40
48,0.01,1.71,2.61
64,0.10,1.54,2.33
80,-0.03,0.94,2.11
96,0.08,0.41,1.70
112,-0.01,-1.02,0.31
128,-0.29,-2.22,-0.73
144,-0.37,-2.13,-1.28
160,-0.21,-0.32,-0.54
176,-0.11,0.47,0.37
192,0.11,0.66,0.87
208,0.02,0.40,0.44
224,-0.12,0.81,1.04
240,-0.09,1.61,2.34
256,0.09,1.85,2.92
272,0.22,1.95,2.84
288,0.16,1.46,2.53
304,0.16,0.87,2.14
320,0.35,-0.31,1.20
336,-0.08,-1.41,-0.24
352,-0.32,-2.61,-1.34
368,-0.19,-1.73,-1.50
384,-0.22,-0.16,-0.43
400,-0.05,0.39,0.51
416,0.14,0.59,0.72
432,-0.09,0.60,0.60
448,-0.19,1.19,1.65
464,-0.09,1.71,2.83
480,0.15,1.98,3.09
496,0.33,2.05,2.77
512,0.26,1.16,2.36
528,0.38,0.29,1.66
544,0.24,-0.98,0.22
560,-0.23,-2.29,-0.67
576,-0.41,-2.29,-1.17
592,-0.30,-0.41,-0.52
608,-0.19,0.34,0.60
624,-0.03,0.70,0.90
640,-0.03,0.50,0.42
656,-0.11,0.80,1.02
672,-0.06,1.47,2.19
688,0.08,1.73,2.61
704,0.24,1.79,2.28
720,0.17,1.33,1.98
736,0.26,0.63,1.65
752,0.29,-0.81,0.58
768,-0.14,-2.03,-0.67
784,-0.44,-2.25,-0.94
800,-0.26,-0.80,-0.43
816,-0.20,0.12,0.41
832,-0.00,0.54,0.64
848,0.19,0.56,0.21
864,-0.04,0.58,0.69
880,-0.08,1.31,1.93
896,0.05,1.66,2.64
912,0.22,1.90,2.72
928,0.37,1.87,2.60
944,0.33,1.26,2.38
960,0.42,0.62,1.81
976,0.44,-0.90,0.58
992,-0.10,-2.24,-0.74
1008,-0.39,-2.37,-1.03
1024,-0.22,-0.63,-0.63
1040,-0.10,0.28,0.27
1056,-0.05,0.74,0.79
1072,-0.03,0.52,0.35
1088,-0.10,0.61,0.75
1104,-0.03,1.32,1.84
1120,0.08,1.59,2.40
1136,0.21,1.73,2.26
1152,0.22,1.44,1.94
1168,0.22,0.79,1.67
1184,0.30,-0.47,0.84
1200,-0.14,-1.56,-0.24
1216,-0.48,-2.23,-0.56
1232,-0.34,-0.89,-0.24
1248,-0.24,0.16,0.72
1264,-0.11,0.79,1.09
1280,0.02,0.69,0.57
1296,-0.04,0.68,0.88
1312,0.03,1.35,1.83
1328,0.15,1.64,2.29
1344,0.20,1.85,2.24
1360,0.28,1.76,2.11
1376,0.24,1.35,2.07
1392,0.34,0.60,1.58
1408,0.30,-1.01,0.15
1424,-0.28,-2.26,-0.53
1440,-0.39,-2.16,-0.96
1456,-0.20,-0.55,-0.66
1472,-0.17,0.21,0.42
1488,-0.00,0.63,0.51
1504,0.11,0.46,0.15
1520,-0.09,0.53,0.76
1536,-0.10,1.37,2.00
1552,0.06,1.80,2.72
1568,0.23,2.13,2.51
1584,0.28,1.78,2.14
1600,0.26,1.30,2.02
1616,0.33,0.89,1.64
1632,0.36,-0.73,0.68
1648,-0.12,-2.00,-0.63
1664,-0.40,-2.66,-1.17
1680,-0.19,-1.46,-0.86
1696,-0.20,-0.19,-0.22
1712,-0.02,0.56,0.70
1728,0.19,0.72,0.42
1744,-0.01,0.59,0.30
1760,-0.06,1.25,1.35
1776,0.00,1.88,2.61
1792,0.23,2.47,3.15
1808,0.52,2.69,2.97
1824,0.52,1.78,2.38
1840,0.49,0.87,1.74
1856,0.49,-0.33,0.83
1872,0.09,-1.25,-0.19
1888,-0.30,-2.64,-0.81
1904,-0.30,-2.33,-1.07
1920,-0.32,-0.58,-0.38
1936,-0.14,0.33,0.32
1952,0.08,0.92,0.61
1968,-0.05,0.61,-0.11
1984,-0.23,0.54,0.71
