timestamp,accX,accY,accZ
0,0.41,0.20,0.91
16,0.41,0.20,0.90
32,0.40,0.21,0.90
48,0.40,0.20,0.91
64,0.41,0.19,0.91
80,0.41,0.19,0.91
96,0.41,0.20,0.91
112,0.41,0.20,0.90
128,0.41,0.20,0.90
144,0.41,0.20,0.89
160,0.41,0.19,0.89
176,0.41,0.20,0.89
192,0.41,0.20,0.89
208,0.41,0.20,0.91
224,0.40,0.21,0.91
240,0.39,0.21,0.92
256,0.39,0.22,0.92
272,0.39,0.22,0.92
288,0.40,0.22,0.91
304,0.41,0.23,0.90
320,0.40,0.22,0.90
336,0.39,0.22,0.92
352,0.40,0.21,0.93
368,0.39,0.21,0.93
384,0.39,0.22,0.92
400,0.40,0.21,0.91
416,0.40,0.22,0.89
432,0.40,0.21,0.89
448,0.41,0.21,0.89
464,0.40,0.22,0.90
480,0.40,0.22,0.90
496,0.40,0.22,0.90
512,0.39,0.22,0.90
528,0.40,0.22,0.90
544,0.40,0.22,0.90
560,0.40,0.21,0.90
576,0.40,0.21,0.90
592,0.40,0.21,0.90
608,0.41,0.21,0.90
624,0.41,0.21,0.90
640,0.41,0.21,0.90
656,0.41,0.22,0.91
672,0.40,0.22,0.91
688,0.40,0.22,0.90
704,0.40,0.22,0.91
720,0.41,0.22,0.91
736,0.41,0.21,0.90
752,0.41,0.21,0.90
768,0.41,0.21,0.90
784,0.40,0.21,0.90
800,0.40,0.22,0.91
816,0.40,0.22,0.91
832,0.40,0.22,0.91
848,0.41,0.21,0.92
864,0.41,0.21,0.91
880,0.41,0.21,0.91
896,0.41,0.21,0.91
912,0.41,0.22,0.91
928,0.40,0.23,0.91
944,0.41,0.23,0.91
960,0.40,0.23,0.90
976,0.40,0.24,0.90
992,0.40,0.24,0.89
1008,0.41,0.23,0.89
1024,0.40,0.24,0.88
1040,0.41,0.24,0.88
1056,0.41,0.24,0.88
1072,0.41,0.24,0.88
1088,0.40,0.24,0.87
1104,0.40,0.24,0.87
1120,0.40,0.24,0.87
1136,0.40,0.24,0.87
1152,0.41,0.24,0.87
1168,0.40,0.24,0.88
1184,0.40,0.25,0.87
1200,0.40,0.24,0.88
1216,0.41,0.25,0.87
1232,0.41,0.24,0.88
1248,0.41,0.24,0.88
1264,0.41,0.24,0.87
1280,0.40,0.24,0.88
1296,0.40,0.24,0.89
1312,0.40,0.24,0.89
1328,0.40,0.24,0.89
1344,0.40,0.25,0.89
1360,0.40,0.26,0.88
1376,0.39,0.26,0.88
1392,0.40,0.26,0.89
1408,0.39,0.27,0.89
1424,0.39,0.26,0.90
1440,0.38,0.26,0.90
1456,0.39,0.26,0.90
1472,0.39,0.27,0.90
1488,0.38,0.28,0.91
1504,0.39,0.28,0.90
1520,0.37,0.28,0.91
1536,0.38,0.31,0.92
1552,0.37,0.30,0.92
1568,0.37,0.30,0.92
1584,0.37,0.30,0.92
1600,0.36,0.31,0.93
1616,0.36,0.31,0.93
1632,0.36,0.32,0.94
1648,0.36,0.31,0.94
1664,0.36,0.30,0.94
1680,0.36,0.29,0.94
1696,0.36,0.28,0.93
1712,0.37,0.26,0.92
1728,0.37,0.26,0.92
1744,0.38,0.25,0.92
1760,0.38,0.25,0.92
1776,0.38,0.25,0.92
1792,0.38,0.25,0.92
1808,0.38,0.24,0.91
1824,0.38,0.24,0.90
1840,0.39,0.23,0.90
1856,0.39,0.23,0.89
1872,0.39,0.24,0.89
1888,0.39,0.24,0.89
1904,0.39,0.24,0.89
1920,0.38,0.25,0.90
1936,0.39,0.24,0.90
1952,0.38,0.24,0.89
1968,0.38,0.24,0.89
1984,0.38,0.24,0.90
