timestamp,accX,accY,accZ
0,-0.69,0.33,1.07
16,-0.18,-0.22,0.14
32,0.27,-0.46,0.20
48,0.52,-0.67,-0.08
64,0.53,-0.69,0.10
80,0.21,-0.51,0.30
96,0.06,-0.32,0.99
112,-0.24,-0.07,0.91
128,-0.59,0.35,1.42
144,-0.77,0.93,2.06
160,-0.90,1.13,1.61
176,-0.75,0.94,1.12
192,-0.66,0.79,0.90
208,-0.63,0.67,0.86
224,-0.58,0.35,1.01
240,-0.28,0.03,0.87
256,0.17,-0.40,0.44
272,0.53,-0.54,0.06
288,0.56,-0.74,0.03
304,0.28,-0.55,0.16
320,0.08,-0.43,0.72
336,-0.11,-0.17,0.48
352,-0.59,0.33,1.30
368,-0.83,0.91,2.36
384,-1.03,1.26,2.24
400,-1.09,1.39,1.70
416,-1.00,1.12,1.40
432,-0.93,0.99,1.16
448,-0.83,0.81,1.17
464,-0.63,0.47,0.92
480,-0.26,-0.11,0.60
496,0.34,-0.65,0.14
512,0.68,-0.75,-0.13
528,0.85,-0.94,-0.37
544,0.49,-0.70,0.26
560,0.34,-0.61,-0.21
576,0.12,-0.39,0.37
592,-0.25,0.11,0.62
608,-0.71,0.55,1.77
624,-0.99,1.00,2.55
640,-1.13,1.30,2.27
656,-1.14,1.49,1.65
672,-1.04,1.13,1.34
688,-0.93,0.90,1.18
704,-0.79,0.63,1.08
720,-0.43,-0.01,0.43
736,-0.03,-0.41,0.44
752,0.37,-0.61,0.10
768,0.55,-0.88,-0.02
784,0.49,-0.74,0.28
800,0.27,-0.69,0.38
816,0.11,-0.43,0.77
832,-0.15,-0.10,0.76
848,-0.54,0.37,1.35
864,-0.73,0.86,1.88
880,-0.85,1.16,1.72
896,-0.91,1.22,1.44
912,-0.81,0.95,1.15
928,-0.74,0.77,0.97
944,-0.65,0.58,1.07
960,-0.53,0.23,1.30
976,-0.07,-0.26,0.39
992,0.28,-0.49,0.21
1008,0.47,-0.74,0.14
1024,0.32,-0.61,0.39
1040,0.06,-0.44,0.87
1056,-0.05,-0.22,0.85
1072,-0.33,0.07,0.91
1088,-0.58,0.45,1.56
1104,-0.74,0.86,1.99
1120,-0.88,1.03,1.70
1136,-0.85,0.96,1.44
1152,-0.74,0.68,1.22
1168,-0.62,0.49,0.98
1184,-0.44,0.14,0.93
1200,-0.11,-0.18,0.50
1216,0.28,-0.51,0.23
1232,0.63,-0.85,-0.08
1248,0.53,-0.82,-0.13
1264,0.19,-0.63,0.72
1280,0.05,-0.32,0.63
1296,-0.20,0.04,0.63
1312,-0.66,0.37,1.66
1328,-0.84,0.87,2.42
1344,-1.05,1.23,2.19
1360,-1.19,1.43,1.85
1376,-1.15,1.25,1.49
1392,-0.97,1.13,1.27
1408,-0.79,0.62,1.33
1424,-0.31,-0.06,0.22
1440,0.28,-0.67,0.00
1456,0.62,-0.65,-0.14
1472,0.79,-0.91,-0.12
1488,0.52,-0.78,0.10
1504,0.22,-0.72,0.78
1520,0.01,-0.36,0.54
1536,-0.33,0.13,0.86
1552,-0.71,0.64,1.76
1568,-0.87,1.10,2.22
1584,-1.02,1.34,1.78
1600,-0.94,1.19,1.35
1616,-0.86,0.99,1.16
1632,-0.79,0.83,1.17
1648,-0.67,0.51,1.10
1664,-0.38,0.02,1.29
1680,0.10,-0.52,0.29
1696,0.42,-0.68,-0.05
1712,0.56,-0.72,0.06
1728,0.31,-0.57,0.11
1744,0.10,-0.31,0.91
1760,-0.08,-0.11,0.71
1776,-0.40,0.25,1.01
1792,-0.64,0.70,1.72
1808,-0.77,1.13,1.89
1824,-0.83,1.24,1.53
1840,-0.78,1.13,1.27
1856,-0.74,0.91,1.06
1872,-0.67,0.68,0.98
1888,-0.47,0.32,0.92
1904,-0.13,-0.15,0.84
1920,0.26,-0.42,0.22
1936,0.48,-0.51,0.06
1952,0.29,-0.41,0.37
1968,0.05,-0.38,1.21
1984,0.00,-0.13,0.83
