timestamp,accX,accY,accZ
0,-0.04,0.06,0.78
16,0.42,-0.44,0.23
32,0.70,-0.77,0.03
48,0.65,-0.82,-0.17
64,0.33,-0.52,0.17
80,0.14,-0.08,-0.02
96,-0.14,-0.01,0.82
112,-0.59,0.51,1.18
128,-0.88,0.73,1.73
144,-1.20,0.99,1.90
160,-1.52,1.15,2.03
176,-1.68,1.36,1.93
192,-1.58,1.43,1.61
208,-1.31,1.35,1.21
224,-0.94,0.98,1.04
240,-0.57,0.56,0.97
256,-0.18,0.15,0.88
272,0.53,-0.43,0.62
288,1.07,-0.83,0.09
304,1.36,-0.86,-0.58
320,1.24,-0.76,-0.84
336,0.79,-0.45,-0.52
352,0.01,0.02,0.08
368,-0.59,0.40,1.23
384,-0.75,0.71,1.40
400,-0.60,0.77,1.04
416,-0.60,0.84,0.91
432,-0.77,0.95,1.25
448,-0.94,1.11,1.57
464,-0.91,1.15,1.49
480,-0.76,0.95,0.93
496,-0.45,0.77,0.95
512,0.02,0.14,0.68
528,0.49,-0.24,0.29
544,0.84,-0.73,-0.27
560,0.91,-0.95,-0.29
576,0.67,-0.80,-0.03
592,0.26,-0.38,0.36
608,-0.65,0.10,1.07
624,-1.30,1.06,2.56
640,-1.44,1.64,3.26
656,-1.57,1.70,0.92
672,-1.31,0.79,1.43
688,-1.03,0.62,1.22
704,-0.77,0.52,1.10
720,-0.51,0.41,1.06
736,-0.28,0.33,1.13
752,0.05,0.16,0.93
768,0.35,0.02,0.50
784,0.53,-0.09,0.05
800,0.51,-0.17,-0.09
816,0.39,-0.18,0.36
832,0.15,-0.04,0.40
848,-0.11,0.08,0.50
864,-0.58,0.40,1.21
880,-0.81,0.64,1.54
896,-0.73,0.66,1.31
912,-0.66,0.60,1.06
928,-0.63,0.57,1.04
944,-0.61,0.53,1.12
960,-0.59,0.44,1.08
976,-0.51,0.40,1.15
992,-0.35,0.32,1.07
1008,-0.21,0.17,0.91
1024,-0.02,0.03,0.84
1040,0.10,-0.14,0.72
1056,0.15,-0.29,0.60
1072,0.15,-0.22,0.44
1088,0.22,-0.05,0.39
1104,0.02,0.08,0.70
1120,-0.21,0.27,0.92
1136,-0.39,0.01,1.10
1152,-0.43,-0.39,1.35
1168,-0.35,-0.18,1.15
1184,-0.27,0.38,0.61
1200,-0.27,1.04,0.31
1216,-0.32,1.19,0.40
1232,-0.36,1.21,0.58
1248,-0.47,1.08,0.64
1264,-0.63,0.88,1.03
1280,-0.75,0.92,1.17
1296,-0.72,0.88,1.27
1312,-0.68,0.73,1.14
1328,-0.57,0.42,1.09
1344,-0.33,0.52,0.89
1360,0.01,0.61,0.65
1376,0.19,0.10,0.45
1392,0.09,-0.39,0.68
1408,0.08,-0.75,0.50
1424,0.16,-0.72,0.48
1440,0.20,-0.35,0.51
1456,0.14,0.01,0.46
1472,-0.11,0.51,0.38
1488,-0.39,1.04,0.77
1504,-0.62,1.12,1.05
1520,-0.71,1.02,1.05
1536,-0.63,0.81,1.09
1552,-0.50,0.57,1.09
1568,-0.40,0.30,1.09
1584,-0.33,0.03,1.03
1600,-0.32,-0.16,1.11
1616,-0.31,-0.09,1.03
1632,-0.31,0.02,0.90
1648,-0.29,0.18,0.73
1664,-0.25,0.30,0.84
1680,-0.14,0.32,0.73
1696,-0.13,0.39,0.86
1712,-0.15,0.38,0.80
1728,-0.19,0.25,0.72
1744,-0.20,0.02,0.93
1760,-0.27,0.16,0.96
1776,-0.26,0.13,1.10
1792,-0.31,0.32,1.17
1808,-0.44,0.53,0.99
1824,-0.52,0.59,0.96
1840,-0.57,0.63,0.93
1856,-0.58,0.72,0.88
1872,-0.53,0.95,0.88
1888,-0.52,1.02,0.83
1904,-0.53,0.95,0.67
1920,-0.50,0.80,0.62
1936,-0.45,0.70,0.61
1952,-0.33,0.40,0.70
1968,-0.16,0.03,0.82
1984,0.01,-0.15,0.88
