timestamp,accX,accY,accZ
0,-0.75,0.67,1.17
16,-0.48,0.07,0.44
32,0.02,-0.42,0.29
48,0.47,-0.94,0.43
64,0.67,-0.84,0.14
80,0.49,-0.68,0.08
96,0.18,-0.50,0.65
112,-0.02,-0.42,1.14
128,-0.22,-0.07,0.78
144,-0.70,0.49,1.45
160,-0.96,1.14,2.28
176,-1.07,1.40,2.01
192,-0.96,1.27,1.25
208,-0.82,1.01,0.96
224,-0.71,0.78,0.89
240,-0.64,0.46,1.22
256,-0.41,0.06,0.84
272,0.14,-0.52,0.40
288,0.45,-0.65,0.10
304,0.67,-0.86,0.12
320,0.41,-0.73,0.30
336,0.16,-0.51,0.83
352,-0.14,-0.21,0.75
368,-0.67,0.30,1.43
384,-0.96,0.91,2.37
400,-1.07,1.40,2.25
416,-1.07,1.55,1.41
432,-0.84,1.09,1.03
448,-0.75,0.79,0.92
464,-0.70,0.60,1.13
480,-0.45,0.14,0.60
496,0.08,-0.48,0.41
512,0.50,-0.83,0.07
528,0.73,-0.84,0.07
544,0.43,-0.69,0.19
560,0.13,-0.44,0.23
576,-0.02,-0.26,0.69
592,-0.24,0.09,0.64
608,-0.76,0.64,1.63
624,-0.98,1.18,2.47
640,-1.10,1.42,1.97
656,-1.02,1.43,1.39
672,-0.90,1.07,1.13
688,-0.83,0.86,1.01
704,-0.72,0.43,1.25
720,-0.23,-0.07,0.42
736,0.32,-0.70,0.23
752,0.61,-0.83,-0.05
768,0.58,-0.84,0.16
784,0.19,-0.51,0.63
800,0.01,-0.43,1.24
816,-0.07,-0.18,0.69
832,-0.50,0.31,0.97
848,-0.84,0.98,2.05
864,-1.03,1.42,2.26
880,-1.06,1.54,1.55
896,-0.87,1.07,1.15
912,-0.78,0.89,0.95
928,-0.71,0.51,1.25
944,-0.48,0.08,0.63
960,0.10,-0.54,0.43
976,0.43,-0.72,0.23
992,0.62,-0.73,0.19
1008,0.41,-0.63,0.27
1024,0.08,-0.37,0.80
1040,-0.13,-0.24,1.21
1056,-0.38,0.19,1.07
1072,-0.78,0.81,1.66
1088,-1.00,1.36,2.00
1104,-1.10,1.46,1.65
1120,-0.98,1.33,1.27
1136,-0.87,0.95,1.33
1152,-0.69,0.64,0.62
1168,-0.40,0.25,0.59
1184,0.13,-0.45,0.66
1200,0.57,-0.75,0.22
1216,0.79,-0.89,0.03
1232,0.58,-0.74,-0.14
1248,0.20,-0.33,0.57
1264,0.04,-0.43,0.25
1280,-0.27,-0.22,0.87
1296,-0.80,0.57,1.68
1312,-1.07,1.26,2.39
1328,-1.15,1.52,2.00
1344,-1.02,1.36,1.36
1360,-0.84,1.03,1.06
1376,-0.75,0.68,1.18
1392,-0.62,0.47,0.90
1408,-0.32,0.01,0.70
1424,0.20,-0.49,0.50
1440,0.61,-0.72,0.16
1456,0.81,-0.89,-0.24
1472,0.46,-0.69,0.27
1488,0.22,-0.51,0.22
1504,-0.12,-0.41,0.67
1520,-0.65,0.15,1.24
1536,-0.95,1.06,2.33
1552,-1.01,1.52,2.23
1568,-1.06,1.63,1.39
1584,-0.92,1.26,1.24
1600,-0.83,1.05,1.20
1616,-0.76,0.69,1.16
1632,-0.46,0.23,0.62
1648,0.01,-0.44,0.45
1664,0.39,-0.66,0.08
1680,0.65,-0.76,0.12
1696,0.57,-0.81,0.18
1712,0.24,-0.59,0.58
1728,0.04,-0.49,0.83
1744,-0.19,-0.12,0.64
1760,-0.68,0.51,1.40
1776,-0.93,1.23,2.36
1792,-1.10,1.56,2.13
1808,-1.08,1.42,1.40
1824,-0.92,1.12,1.22
1840,-0.81,0.79,0.99
1856,-0.69,0.64,1.10
1872,-0.26,-0.04,0.46
1888,0.38,-0.77,0.23
1904,0.70,-0.87,-0.02
1920,0.76,-1.00,-0.12
1936,0.33,-0.81,0.31
1952,0.05,-0.65,1.02
1968,0.02,-0.23,0.40
1984,-0.39,0.29,0.71
