timestamp,accX,accY,accZ
0,0.58,-0.36,0.75
16,0.58,-0.36,0.75
32,0.58,-0.36,0.75
48,0.57,-0.36,0.75
64,0.57,-0.36,0.75
80,0.57,-0.36,0.75
96,0.57,-0.36,0.75
112,0.58,-0.35,0.75
128,0.57,-0.35,0.76
144,0.57,-0.35,0.75
160,0.58,-0.36,0.76
176,0.58,-0.35,0.76
192,0.58,-0.35,0.76
208,0.57,-0.35,0.76
224,0.57,-0.35,0.76
240,0.58,-0.35,0.76
256,0.58,-0.36,0.76
272,0.58,-0.36,0.76
288,0.58,-0.36,0.76
304,0.57,-0.35,0.76
320,0.57,-0.34,0.76
336,0.57,-0.34,0.76
352,0.57,-0.35,0.75
368,0.58,-0.35,0.75
384,0.58,-0.35,0.75
400,0.58,-0.35,0.76
416,0.58,-0.35,0.76
432,0.58,-0.34,0.76
448,0.58,-0.34,0.76
464,0.58,-0.35,0.76
480,0.58,-0.34,0.76
496,0.57,-0.33,0.76
512,0.57,-0.33,0.76
528,0.57,-0.33,0.76
544,0.58,-0.34,0.77
560,0.57,-0.34,0.77
576,0.58,-0.34,0.77
592,0.58,-0.35,0.77
608,0.57,-0.34,0.77
624,0.58,-0.34,0.77
640,0.58,-0.33,0.77
656,0.57,-0.32,0.76
672,0.57,-0.33,0.76
688,0.57,-0.33,0.76
704,0.57,-0.33,0.77
720,0.58,-0.33,0.77
736,0.58,-0.33,0.78
752,0.58,-0.33,0.77
768,0.58,-0.33,0.77
784,0.58,-0.33,0.77
800,0.58,-0.32,0.77
816,0.58,-0.32,0.77
832,0.58,-0.32,0.77
848,0.57,-0.32,0.77
864,0.58,-0.32,0.77
880,0.57,-0.31,0.77
896,0.57,-0.30,0.77
912,0.57,-0.31,0.77
928,0.57,-0.31,0.77
944,0.57,-0.31,0.77
960,0.57,-0.31,0.78
976,0.57,-0.31,0.78
992,0.57,-0.31,0.78
1008,0.57,-0.31,0.78
1024,0.57,-0.30,0.78
1040,0.57,-0.29,0.77
1056,0.56,-0.28,0.77
1072,0.56,-0.28,0.77
1088,0.57,-0.28,0.78
1104,0.57,-0.29,0.79
1120,0.57,-0.29,0.79
1136,0.57,-0.29,0.79
1152,0.57,-0.29,0.79
1168,0.57,-0.28,0.79
1184,0.57,-0.28,0.79
1200,0.57,-0.28,0.78
1216,0.57,-0.28,0.78
1232,0.58,-0.27,0.79
1248,0.57,-0.26,0.79
1264,0.57,-0.26,0.79
1280,0.57,-0.26,0.79
1296,0.56,-0.26,0.79
1312,0.57,-0.26,0.80
1328,0.57,-0.26,0.79
1344,0.58,-0.26,0.79
1360,0.57,-0.25,0.79
1376,0.57,-0.24,0.79
1392,0.56,-0.24,0.79
1408,0.56,-0.24,0.80
1424,0.57,-0.25,0.80
1440,0.57,-0.26,0.80
1456,0.57,-0.26,0.81
1472,0.58,-0.26,0.80
1488,0.58,-0.26,0.81
1504,0.57,-0.25,0.80
1520,0.57,-0.24,0.79
1536,0.57,-0.23,0.79
1552,0.57,-0.22,0.79
1568,0.57,-0.23,0.79
1584,0.57,-0.23,0.80
1600,0.57,-0.23,0.80
1616,0.57,-0.23,0.80
1632,0.58,-0.23,0.81
1648,0.57,-0.23,0.81
1664,0.58,-0.23,0.81
1680,0.58,-0.23,0.81
1696,0.58,-0.23,0.81
1712,0.58,-0.22,0.81
1728,0.57,-0.21,0.81
1744,0.57,-0.20,0.81
1760,0.56,-0.19,0.81
1776,0.57,-0.19,0.81
1792,0.57,-0.20,0.82
1808,0.57,-0.21,0.82
1824,0.57,-0.21,0.82
1840,0.57,-0.21,0.82
1856,0.57,-0.21,0.82
1872,0.57,-0.20,0.82
1888,0.57,-0.20,0.82
1904,0.58,-0.20,0.82
1920,0.57,-0.19,0.82
1936,0.57,-0.19,0.83
1952,0.57,-0.19,0.82
1968,0.57,-0.18,0.82
1984,0.57,-0.18,0.82
