timestamp,accX,accY,accZ
0,-0.36,0.72,1.06
16,-0.46,0.97,0.53
32,-0.48,1.02,1.01
48,-0.54,1.14,1.02
64,-0.56,1.38,1.04
80,-0.62,1.30,1.03
96,-0.66,1.02,1.17
112,-0.56,0.76,0.69
128,-0.40,0.57,0.94
144,-0.09,-0.31,0.66
160,-0.05,-0.70,0.71
176,-0.02,-0.89,0.78
192,-0.01,-0.85,0.77
208,-0.00,-0.49,0.84
224,0.03,-0.16,0.72
240,-0.04,-0.00,0.61
256,-0.13,0.02,0.79
272,-0.29,0.62,0.43
288,-0.39,1.13,0.25
304,-0.42,1.10,0.87
320,-0.51,1.16,1.05
336,-0.57,1.15,0.98
352,-0.66,1.20,1.07
368,-0.69,0.90,1.32
384,-0.71,0.69,1.21
400,-0.62,0.70,1.24
416,-0.38,0.75,1.11
432,-0.09,0.20,0.76
448,0.14,-0.90,0.26
464,0.04,-0.72,0.61
480,0.02,-0.79,0.84
496,-0.01,-0.72,0.74
512,-0.04,-0.60,0.73
528,-0.03,-0.63,0.78
544,-0.10,-0.01,0.43
560,-0.09,0.64,-0.17
576,-0.19,1.06,0.60
592,-0.31,0.95,0.93
608,-0.40,0.92,1.10
624,-0.50,1.41,1.04
640,-0.58,1.53,1.21
656,-0.68,1.29,1.44
672,-0.73,0.84,1.35
688,-0.63,0.49,0.99
704,-0.47,0.38,0.88
720,-0.32,0.33,0.84
736,-0.13,0.13,0.96
752,0.02,-0.62,0.35
768,0.10,-0.64,0.51
784,0.09,-0.88,0.64
800,0.12,-0.87,0.55
816,0.16,-0.72,0.49
832,0.16,-0.56,0.53
848,0.06,-0.19,0.54
864,-0.18,0.69,0.30
880,-0.34,1.35,0.26
896,-0.45,1.50,0.90
912,-0.43,1.13,1.15
928,-0.49,1.15,1.07
944,-0.51,1.21,0.97
960,-0.56,0.99,1.21
976,-0.65,0.43,1.58
992,-0.66,0.25,1.09
1008,-0.60,-0.00,1.03
1024,-0.37,0.26,0.95
1040,-0.08,0.37,0.71
1056,0.04,0.58,0.56
1072,0.02,0.05,0.65
1088,-0.02,-0.66,0.58
1104,-0.08,-1.36,0.77
1120,-0.07,-1.30,0.91
1136,-0.04,-0.89,0.88
1152,-0.07,-0.02,0.49
1168,-0.12,1.05,-0.05
1184,-0.29,1.52,0.35
1200,-0.47,1.23,1.67
1216,-0.60,1.25,1.18
1232,-0.66,1.30,0.96
1248,-0.64,1.09,1.19
1264,-0.61,0.70,1.58
1280,-0.58,0.40,1.26
1296,-0.51,0.17,1.10
1312,-0.41,0.20,0.92
1328,-0.18,0.26,0.83
1344,-0.00,0.20,0.89
1360,-0.04,-0.21,0.46
1376,-0.05,-0.38,0.54
1392,0.02,-1.02,0.71
1408,0.02,-1.15,0.63
1424,0.02,-1.00,0.70
1440,0.02,-0.70,0.82
1456,-0.02,-0.13,0.66
1472,-0.12,0.98,1.63
1488,-0.23,1.63,-0.30
1504,-0.24,1.77,0.68
1520,-0.37,1.35,1.29
1536,-0.50,1.12,1.10
1552,-0.60,0.96,0.97
1568,-0.68,0.90,1.31
1584,-0.71,0.55,1.72
1600,-0.69,0.24,1.29
1616,-0.60,0.25,1.05
1632,-0.37,0.35,0.90
1648,-0.11,0.29,0.76
1664,0.10,-0.05,0.69
1680,0.20,-0.60,0.56
1696,0.11,-0.61,0.52
1712,0.12,-0.96,0.64
1728,0.11,-0.85,0.61
1744,0.09,-0.62,0.58
1760,0.03,-0.19,0.65
1776,-0.12,0.84,1.65
1792,-0.29,1.21,-0.47
1808,-0.47,1.35,1.11
1824,-0.62,1.08,1.06
1840,-0.66,0.99,1.16
1856,-0.67,0.97,1.13
1872,-0.67,0.94,1.23
1888,-0.62,0.82,1.53
1904,-0.57,0.53,1.26
1920,-0.50,0.11,0.88
1936,-0.39,-0.21,0.91
1952,-0.16,-0.54,0.72
1968,0.07,-0.51,0.38
1984,0.38,-0.48,0.28
