timestamp,accX,accY,accZ
0,-0.31,0.21,0.87
16,-0.57,0.55,0.98
32,-0.74,0.76,1.28
48,-0.87,0.91,1.43
64,-0.89,0.97,1.34
80,-0.88,1.04,1.36
96,-0.76,0.93,1.17
112,-0.70,0.75,1.00
128,-0.56,0.66,1.08
144,-0.22,0.29,0.93
160,0.16,-0.14,0.39
176,0.40,-0.44,0.24
192,0.64,-0.58,0.19
208,0.61,-0.57,0.09
224,0.37,-0.61,0.36
240,0.12,-0.24,0.30
256,-0.16,0.43,1.23
272,-0.44,0.28,1.07
288,-0.77,0.71,1.52
304,-0.99,0.94,1.76
320,-1.08,1.05,1.66
336,-1.07,1.12,1.52
352,-1.00,1.17,1.31
368,-0.91,0.93,1.50
384,-0.78,0.71,0.82
400,-0.62,0.62,0.97
416,-0.19,0.25,0.86
432,0.28,-0.26,0.49
448,0.56,-0.60,0.11
464,0.69,-0.64,0.09
480,0.52,-0.57,-0.02
496,0.30,-0.34,0.51
512,0.16,-0.29,-0.25
528,-0.17,0.08,0.72
544,-0.55,0.44,1.30
560,-0.82,0.73,1.85
576,-0.96,0.85,1.91
592,-1.07,0.91,1.65
608,-1.03,0.92,1.45
624,-0.96,0.97,1.29
640,-0.96,1.00,1.40
656,-0.81,0.75,0.91
672,-0.66,0.61,1.02
688,-0.25,0.17,0.85
704,0.31,-0.38,0.38
720,0.55,-0.61,-0.00
736,0.63,-0.67,0.06
752,0.45,-0.44,0.49
768,0.19,-0.43,0.49
784,0.10,-0.12,-0.02
800,-0.13,0.25,0.79
816,-0.44,0.47,1.09
832,-0.70,0.69,1.38
848,-0.80,0.73,1.35
864,-0.95,0.84,1.28
880,-0.99,0.94,1.46
896,-0.95,1.03,1.31
912,-0.85,0.97,1.14
928,-0.80,0.92,1.32
944,-0.59,0.61,0.99
960,-0.36,0.37,0.82
976,-0.05,0.03,0.62
992,0.15,-0.24,0.41
1008,0.28,-0.37,0.38
1024,0.24,-0.44,0.41
1040,0.15,-0.30,0.54
1056,0.11,-0.12,0.43
1072,0.03,0.09,0.96
1088,-0.15,0.19,0.65
1104,-0.41,0.35,0.89
1120,-0.67,0.58,1.28
1136,-0.84,0.78,1.47
1152,-0.96,0.89,1.50
1168,-1.02,0.99,1.56
1184,-0.99,0.98,1.42
1200,-0.88,0.95,1.57
1216,-0.69,0.64,0.80
1232,-0.60,0.58,0.95
1248,-0.38,0.40,0.89
1264,-0.08,0.06,0.70
1280,0.25,-0.28,0.42
1296,0.50,-0.51,0.20
1312,0.62,-0.62,-0.18
1328,0.49,-0.57,-0.10
1344,0.28,-0.30,0.40
1360,0.06,-0.02,0.74
1376,-0.03,0.11,0.43
1392,-0.32,0.38,0.71
1408,-0.83,0.62,1.52
1424,-1.17,0.73,2.24
1440,-1.30,0.93,2.29
1456,-1.31,1.00,1.85
1472,-1.21,1.08,1.64
1488,-1.13,1.13,1.50
1504,-0.88,0.68,0.74
1520,-0.82,0.64,0.97
1536,-0.51,0.29,0.84
1552,0.04,-0.20,0.49
1568,0.55,-0.59,0.05
1584,0.77,-0.79,-0.04
1600,0.83,-0.79,-0.29
1616,0.60,-0.65,-0.02
1632,0.34,-0.44,0.10
1648,0.08,-0.28,0.67
1664,-0.39,0.27,0.88
1680,-0.76,0.59,1.62
1696,-1.00,0.96,1.81
1712,-1.13,0.98,1.61
1728,-1.17,0.96,1.62
1744,-1.12,1.01,1.44
1760,-1.04,1.06,1.36
1776,-0.87,0.81,0.82
1792,-0.80,0.68,1.03
1808,-0.49,0.41,0.92
1824,0.04,-0.12,0.58
1840,0.44,-0.52,0.09
1856,0.63,-0.71,0.10
1872,0.56,-0.62,-0.08
1888,0.29,-0.29,0.24
1904,0.07,-0.11,0.58
1920,-0.23,0.17,0.50
1936,-0.54,0.47,1.32
1952,-0.63,0.56,1.34
1968,-0.77,0.76,1.15
1984,-0.88,0.82,1.14
