timestamp,accX,accY,accZ
0,0.10,-0.08,0.90
16,0.08,-0.08,0.93
32,0.08,-0.07,0.93
48,0.04,-0.05,0.94
64,0.03,-0.04,0.93
80,0.03,-0.04,0.92
96,0.03,-0.03,0.93
112,0.01,-0.05,0.92
128,-0.00,-0.05,0.93
144,-0.01,-0.07,0.96
160,-0.03,-0.10,0.99
176,-0.05,-0.09,1.01
192,-0.06,-0.10,1.01
208,-0.08,-0.10,1.04
224,-0.09,-0.10,1.03
240,-0.10,-0.10,1.03
256,-0.10,-0.11,1.02
272,-0.12,-0.11,1.02
288,-0.12,-0.13,1.01
304,-0.11,-0.13,1.01
320,-0.21,-0.21,0.94
336,-0.13,-0.15,1.04
352,-0.13,-0.14,1.03
368,-0.15,-0.14,0.97
384,-0.18,-0.13,0.95
400,-0.18,-0.17,0.95
416,-0.17,-0.19,0.97
432,-0.19,-0.19,1.00
448,-0.19,-0.20,1.02
464,-0.20,-0.19,1.02
480,-0.21,-0.18,1.03
496,-0.22,-0.17,1.03
512,-0.23,-0.18,1.03
528,-0.22,-0.18,1.03
544,-0.23,-0.18,1.03
560,-0.24,-0.19,1.02
576,-0.23,-0.20,1.02
592,-0.23,-0.20,1.01
608,-0.23,-0.18,1.01
624,-0.24,-0.19,1.00
640,-0.23,-0.19,0.99
656,-0.23,-0.20,0.98
672,-0.23,-0.20,0.97
688,-0.23,-0.20,0.96
704,-0.23,-0.20,0.96
720,-0.23,-0.19,0.95
736,-0.23,-0.19,0.95
752,-0.23,-0.19,0.94
768,-0.23,-0.19,0.94
784,-0.23,-0.19,0.93
800,-0.23,-0.19,0.93
816,-0.23,-0.19,0.93
832,-0.23,-0.20,0.93
848,-0.23,-0.20,0.93
864,-0.23,-0.19,0.94
880,-0.23,-0.20,0.94
896,-0.23,-0.19,0.94
912,-0.23,-0.19,0.94
928,-0.23,-0.20,0.94
944,-0.23,-0.20,0.94
960,-0.23,-0.20,0.94
976,-0.23,-0.20,0.93
992,-0.23,-0.20,0.93
1008,-0.23,-0.20,0.93
1024,-0.23,-0.20,0.92
1040,-0.23,-0.21,0.92
1056,-0.23,-0.21,0.92
1072,-0.24,-0.21,0.92
1088,-0.24,-0.21,0.92
1104,-0.23,-0.22,0.92
1120,-0.24,-0.22,0.92
1136,-0.24,-0.22,0.92
1152,-0.24,-0.22,0.92
1168,-0.24,-0.23,0.92
1184,-0.25,-0.24,0.92
1200,-0.25,-0.24,0.92
1216,-0.25,-0.25,0.92
1232,-0.25,-0.25,0.92
1248,-0.25,-0.25,0.92
1264,-0.25,-0.25,0.92
1280,-0.26,-0.25,0.93
1296,-0.26,-0.25,0.93
1312,-0.26,-0.25,0.93
1328,-0.27,-0.25,0.93
1344,-0.27,-0.25,0.93
1360,-0.27,-0.25,0.93
1376,-0.28,-0.25,0.92
1392,-0.27,-0.24,0.92
1408,-0.28,-0.24,0.92
1424,-0.28,-0.24,0.93
1440,-0.29,-0.24,0.92
1456,-0.29,-0.23,0.92
1472,-0.30,-0.23,0.93
1488,-0.30,-0.23,0.92
1504,-0.30,-0.23,0.93
1520,-0.30,-0.23,0.92
1536,-0.30,-0.23,0.92
1552,-0.31,-0.22,0.92
1568,-0.31,-0.22,0.92
1584,-0.32,-0.22,0.92
1600,-0.32,-0.22,0.92
1616,-0.32,-0.21,0.92
1632,-0.33,-0.21,0.92
1648,-0.33,-0.22,0.92
1664,-0.33,-0.23,0.91
1680,-0.33,-0.23,0.91
1696,-0.33,-0.22,0.92
1712,-0.34,-0.23,0.92
1728,-0.33,-0.24,0.92
1744,-0.34,-0.23,0.92
1760,-0.34,-0.24,0.92
1776,-0.34,-0.24,0.92
1792,-0.34,-0.24,0.92
1808,-0.34,-0.24,0.92
1824,-0.34,-0.23,0.91
1840,-0.33,-0.23,0.91
1856,-0.33,-0.23,0.91
1872,-0.33,-0.23,0.91
1888,-0.33,-0.23,0.90
1904,-0.34,-0.24,0.90
1920,-0.34,-0.28,0.90
1936,-0.30,-0.24,0.91
1952,-0.33,-0.23,0.93
1968,-0.33,-0.24,0.92
1984,-0.31,-0.26,0.92
