timestamp,accX,accY,accZ
0,0.29,0.11,0.96
16,0.30,0.11,0.96
32,0.30,0.11,0.95
48,0.29,0.11,0.94
64,0.30,0.12,0.94
80,0.30,0.12,0.94
96,0.30,0.12,0.94
112,0.30,0.12,0.95
128,0.31,0.12,0.95
144,0.30,0.12,0.98
160,0.29,0.11,0.99
176,0.30,0.13,1.01
192,0.31,0.12,0.99
208,0.31,0.14,0.98
224,0.32,0.13,0.97
240,0.32,0.12,0.97
256,0.33,0.11,0.95
272,0.33,0.11,0.95
288,0.32,0.11,0.95
304,0.32,0.12,0.96
320,0.31,0.13,0.95
336,0.31,0.13,0.96
352,0.29,0.14,0.96
368,0.31,0.15,0.95
384,0.31,0.13,0.96
400,0.33,0.10,0.95
416,0.31,0.12,0.96
432,0.34,0.12,0.96
448,0.31,0.11,0.96
464,0.31,0.13,0.97
480,0.33,0.12,0.97
496,0.31,0.12,0.97
512,0.29,0.13,0.97
528,0.33,0.13,0.95
544,0.32,0.13,0.94
560,0.33,0.12,0.95
576,0.32,0.12,0.96
592,0.34,0.11,0.96
608,0.32,0.12,0.96
624,0.31,0.13,0.97
640,0.30,0.14,0.96
656,0.31,0.16,0.96
672,0.34,0.14,0.94
688,0.36,0.13,0.94
704,0.35,0.14,0.95
720,0.33,0.14,0.95
736,0.32,0.14,0.96
752,0.36,0.15,0.94
768,0.35,0.13,0.94
784,0.36,0.13,0.94
800,0.33,0.14,0.95
816,0.40,0.13,0.95
832,0.35,0.14,0.96
848,0.41,0.13,0.94
864,0.36,0.16,0.95
880,0.34,0.15,0.94
896,0.41,0.16,0.93
912,0.33,0.16,0.93
928,0.44,0.15,0.90
944,0.42,0.14,0.92
960,0.33,0.15,0.93
976,0.46,0.15,0.92
992,0.34,0.18,0.92
1008,0.49,0.15,0.89
1024,0.37,0.19,0.89
1040,0.41,0.19,0.89
1056,0.46,0.18,0.88
1072,0.42,0.18,0.88
1088,0.46,0.20,0.87
1104,0.51,0.17,0.86
1120,0.42,0.21,0.87
1136,0.45,0.20,0.86
1152,0.48,0.22,0.86
1168,0.46,0.22,0.86
1184,0.45,0.23,0.86
1200,0.44,0.24,0.86
1216,0.47,0.26,0.86
1232,0.45,0.25,0.85
1248,0.50,0.26,0.85
1264,0.49,0.25,0.85
1280,0.47,0.27,0.87
1296,0.49,0.26,0.86
1312,0.47,0.27,0.85
1328,0.50,0.28,0.84
1344,0.50,0.29,0.83
1360,0.50,0.30,0.83
1376,0.49,0.31,0.82
1392,0.51,0.31,0.83
1408,0.48,0.29,0.83
1424,0.49,0.29,0.83
1440,0.51,0.29,0.84
1456,0.52,0.30,0.83
1472,0.53,0.31,0.82
1488,0.54,0.31,0.80
1504,0.55,0.33,0.80
1520,0.55,0.33,0.82
1536,0.53,0.33,0.82
1552,0.52,0.33,0.82
1568,0.53,0.34,0.80
1584,0.54,0.35,0.76
1600,0.55,0.36,0.74
1616,0.56,0.37,0.72
1632,0.58,0.36,0.73
1648,0.56,0.33,0.78
1664,0.54,0.32,0.81
1680,0.56,0.32,0.82
1696,0.57,0.34,0.79
1712,0.59,0.36,0.74
1728,0.60,0.39,0.69
1744,0.63,0.39,0.66
1760,0.63,0.39,0.66
1776,0.62,0.39,0.67
1792,0.60,0.39,0.70
1808,0.58,0.40,0.71
1824,0.59,0.41,0.69
1840,0.59,0.45,0.67
1856,0.60,0.46,0.64
1872,0.61,0.47,0.63
1888,0.62,0.48,0.61
1904,0.63,0.48,0.62
1920,0.62,0.48,0.61
1936,0.61,0.49,0.62
1952,0.60,0.49,0.63
1968,0.59,0.49,0.63
1984,0.59,0.49,0.64
