timestamp,accX,accY,accZ
0,-0.46,0.37,1.26
16,-0.71,0.29,1.50
32,-0.87,0.79,1.83
48,-1.04,0.92,1.86
64,-1.20,0.89,1.66
80,-1.14,0.95,1.58
96,-0.95,0.95,0.87
112,-0.93,0.89,1.07
128,-0.75,0.58,1.07
144,-0.22,0.05,0.74
160,0.40,-0.28,0.29
176,0.82,-0.67,0.06
192,0.94,-0.85,-0.44
208,0.62,-0.73,-0.04
224,0.26,-0.63,0.17
240,-0.50,-0.08,0.78
256,-0.82,0.17,2.86
272,-0.79,0.67,1.75
288,-0.71,0.88,1.12
304,-0.76,0.85,1.01
320,-0.75,0.73,1.10
336,-0.81,0.89,1.07
352,-0.79,0.76,1.37
368,-0.69,0.55,1.31
384,-0.39,0.25,0.98
400,0.04,-0.10,0.52
416,0.40,-0.42,0.16
432,0.41,-0.53,0.04
448,0.17,-0.48,0.13
464,-0.05,-0.16,0.86
480,-0.48,0.03,1.13
496,-0.69,0.36,1.71
512,-0.72,0.66,1.57
528,-0.68,0.66,1.05
544,-0.69,0.69,1.09
560,-0.68,0.73,1.13
576,-0.70,0.78,0.98
592,-0.70,0.69,1.19
608,-0.60,0.51,0.85
624,-0.54,0.52,0.99
640,-0.27,0.29,0.80
656,0.16,-0.07,0.53
672,0.53,-0.37,0.11
688,0.58,-0.49,0.01
704,0.23,-0.46,0.36
720,-0.07,-0.04,1.16
736,-0.38,-0.10,1.05
752,-0.57,0.22,1.29
768,-0.70,0.68,1.55
784,-0.83,0.92,1.45
800,-0.96,0.95,1.31
816,-0.99,1.03,1.34
832,-0.95,0.87,1.39
848,-0.81,0.75,0.86
864,-0.74,0.70,0.88
880,-0.48,0.35,1.05
896,0.02,0.00,0.55
912,0.44,-0.27,0.37
928,0.61,-0.50,0.31
944,0.59,-0.62,-0.09
960,0.29,-0.41,0.12
976,0.09,-0.40,0.45
992,-0.11,0.07,0.43
1008,-0.51,0.68,1.64
1024,-0.78,0.41,1.52
1040,-0.88,0.75,1.57
1056,-0.99,0.77,1.41
1072,-0.94,0.78,1.34
1088,-0.90,0.81,1.45
1104,-0.83,0.74,0.98
1120,-0.74,0.69,1.11
1136,-0.62,0.60,1.16
1152,-0.33,0.30,0.83
1168,0.20,-0.05,0.47
1184,0.55,-0.37,0.20
1200,0.76,-0.51,-0.00
1216,0.52,-0.59,0.20
1232,0.30,-0.40,0.39
1248,-0.12,-0.22,0.42
1264,-0.41,0.36,0.72
1280,-0.56,0.87,1.99
1296,-0.56,0.51,1.16
1312,-0.70,0.72,1.05
1328,-0.90,0.84,1.27
1344,-1.06,1.00,1.50
1360,-1.06,1.11,1.38
1376,-0.96,1.05,1.19
1392,-0.81,0.90,0.90
1408,-0.48,0.58,0.98
1424,0.06,0.09,0.56
1440,0.40,-0.27,0.06
1456,0.58,-0.48,0.26
1472,0.44,-0.48,0.35
1488,0.21,-0.44,0.56
1504,0.15,-0.15,0.57
1520,0.06,0.33,0.63
1536,-0.39,0.30,1.01
1552,-0.72,0.64,1.55
1568,-0.89,0.80,1.64
1584,-1.01,0.94,1.43
1600,-1.02,1.00,1.27
1616,-0.91,1.11,1.11
1632,-0.88,0.93,1.10
1648,-0.82,0.90,0.85
1664,-0.66,0.74,0.96
1680,-0.26,0.32,0.94
1696,0.24,-0.16,0.44
1712,0.54,-0.44,0.10
1728,0.76,-0.60,-0.04
1744,0.42,-0.44,0.41
1760,0.26,-0.59,0.24
1776,0.10,-0.09,0.06
1792,-0.18,-0.06,0.68
1808,-0.63,0.45,1.52
1824,-0.83,0.68,1.82
1840,-0.91,0.87,1.48
1856,-0.97,0.93,1.38
1872,-0.95,1.03,1.37
1888,-0.92,1.07,1.26
1904,-0.86,0.97,1.13
1920,-0.77,0.82,0.99
1936,-0.64,0.63,0.95
1952,-0.27,0.30,0.81
1968,0.15,-0.13,0.44
1984,0.39,-0.39,0.16
